,No.1 R_Z,No.2 R_Z,No.3 R_Z,No.4 R_Z,No.5 R_Z,No.6 R_Z,No.7 R_Z,No.8 R_Z,No.9 R_Z,No.10 R_Z
13832, 0.10000000000000142, 0.10000000000000142, 2.1000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 5.300000000000001, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13833, 0.1999999999999993, 0.10000000000000142, 1.9000000000000021, 0.3000000000000007, 0.0, 2.700000000000003, 5.300000000000001, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13834, 0.1999999999999993, 0.10000000000000142, 2.0, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 5.300000000000001, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13835, 0.1999999999999993, 0.10000000000000142, 1.9000000000000021, 0.3000000000000007, -0.1999999999999993, 2.700000000000003, 5.300000000000001, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13836, 0.1999999999999993, 0.10000000000000142, 1.9000000000000021, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 5.199999999999999, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13837, 0.1999999999999993, 0.10000000000000142, 1.9000000000000021, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 5.199999999999999, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13838, 0.1999999999999993, 0.10000000000000142, 1.9000000000000021, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 5.099999999999998, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13839, 0.1999999999999993, 0.10000000000000142, 1.9000000000000021, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 5.099999999999998, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13840, 0.1999999999999993, 0.10000000000000142, 1.7000000000000028, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 5.099999999999998, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13841, 0.1999999999999993, 0.10000000000000142, 1.8000000000000007, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 5.0, 0.0, 1.3000000000000007, 2.3999999999999986
13842, 0.1999999999999993, 0.10000000000000142, 1.7000000000000028, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 5.0, 0.0, 1.3000000000000007, 2.3999999999999986
13843, 0.1999999999999993, 0.10000000000000142, 1.7000000000000028, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 5.0, 0.0, 1.3000000000000007, 2.3999999999999986
13844, 0.1999999999999993, 0.10000000000000142, 1.7000000000000028, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 4.899999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13845, 0.1999999999999993, 0.10000000000000142, 1.7000000000000028, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 4.899999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13846, 0.1999999999999993, 0.10000000000000142, 1.6000000000000014, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 4.899999999999999, 0.0, 1.3000000000000007, 2.5
13847, 0.1999999999999993, 0.10000000000000142, 1.6000000000000014, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 4.699999999999999, 0.0, 1.1999999999999993, 2.5
13848, 0.1999999999999993, 0.10000000000000142, 1.6000000000000014, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 4.800000000000001, 0.0, 1.1999999999999993, 2.5
13849, 0.1999999999999993, 0.0, 1.5, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 4.800000000000001, 0.0, 1.1999999999999993, 2.5
13850, 0.1999999999999993, 0.0, 1.4000000000000021, 0.20000000000000284, 0.0, 2.700000000000003, 4.699999999999999, 0.0, 1.1999999999999993, 2.3999999999999986
13851, 0.1999999999999993, 0.0, 1.4000000000000021, 0.20000000000000284, 0.0, 2.700000000000003, 4.699999999999999, 0.0, 1.1999999999999993, 2.3999999999999986
13852, 0.1999999999999993, 0.0, 1.3000000000000007, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 4.699999999999999, 0.0, 1.1999999999999993, 2.3999999999999986
13853, 0.1999999999999993, 0.0, 1.3000000000000007, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 4.599999999999998, 0.0, 1.1999999999999993, 2.3999999999999986
13854, 0.1999999999999993, 0.10000000000000142, 1.3000000000000007, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 4.599999999999998, 0.0, 1.1999999999999993, 2.3999999999999986
13855, 0.1999999999999993, 0.10000000000000142, 1.2000000000000028, 0.20000000000000284, 0.0, 2.700000000000003, 4.5, 0.09999999999999787, 1.1999999999999993, 2.3999999999999986
13856, 0.1999999999999993, 0.10000000000000142, 1.2000000000000028, 0.20000000000000284, 0.0, 2.700000000000003, 4.5, 0.09999999999999787, 1.1999999999999993, 2.3999999999999986
13857, 0.1999999999999993, 0.10000000000000142, 1.2000000000000028, 0.20000000000000284, 0.0, 2.700000000000003, 4.599999999999998, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13858, 0.1999999999999993, 0.10000000000000142, 1.2000000000000028, 0.3000000000000007, 0.0, 2.700000000000003, 4.5, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13859, 0.1999999999999993, 0.10000000000000142, 1.1000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 4.5, 0.0, 1.3000000000000007, 2.3999999999999986
13860, 0.1999999999999993, 0.10000000000000142, 1.1000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 4.399999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13861, 0.1999999999999993, 0.10000000000000142, 1.1000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 4.399999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13862, 0.1999999999999993, 0.0, 1.1000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 4.399999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13863, 0.1999999999999993, 0.0, 1.1000000000000014, 0.3000000000000007, 0.0, 2.8000000000000007, 4.300000000000001, 0.0, 1.3000000000000007, 2.3000000000000007
13864, 0.1999999999999993, 0.0, 1.1000000000000014, 0.3000000000000007, 0.10000000000000142, 2.8000000000000007, 4.300000000000001, 0.0, 1.3000000000000007, 2.3000000000000007
13865, 0.1999999999999993, 0.0, 1.1000000000000014, 0.3000000000000007, 0.10000000000000142, 2.8000000000000007, 4.300000000000001, 0.0, 1.3000000000000007, 2.3000000000000007
13866, 0.1999999999999993, 0.0, 0.9000000000000021, 0.3000000000000007, 0.10000000000000142, 2.8000000000000007, 4.399999999999999, -0.10000000000000142, 1.3000000000000007, 2.3000000000000007
13867, 0.1999999999999993, 0.0, 0.9000000000000021, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.300000000000001, -0.10000000000000142, 1.3000000000000007, 2.3000000000000007
13868, 0.1999999999999993, 0.0, 0.9000000000000021, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.300000000000001, 0.0, 1.3000000000000007, 2.3000000000000007
13869, 0.1999999999999993, 0.0, 0.9000000000000021, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.300000000000001, 0.0, 1.3000000000000007, 2.3000000000000007
13870, 0.1999999999999993, 0.0, 0.9000000000000021, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.300000000000001, 0.0, 1.3000000000000007, 2.3000000000000007
13871, 0.1999999999999993, 0.0, 0.9000000000000021, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.199999999999999, 0.0, 1.3000000000000007, 2.3000000000000007
13872, 0.10000000000000142, 0.10000000000000142, 0.7000000000000028, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.199999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13873, 0.10000000000000142, 0.10000000000000142, 0.7000000000000028, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.199999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13874, 0.10000000000000142, 0.10000000000000142, 0.7000000000000028, 0.3000000000000007, 0.10000000000000142, 2.8000000000000007, 4.199999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13875, 0.10000000000000142, 0.10000000000000142, 0.8000000000000007, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.099999999999998, 0.0, 1.3000000000000007, 2.3999999999999986
13876, 0.10000000000000142, 0.10000000000000142, 0.7000000000000028, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.199999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13877, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.199999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13878, 0.1999999999999993, 0.10000000000000142, 0.7000000000000028, 0.20000000000000284, 0.0, 2.8000000000000007, 4.199999999999999, 0.0, 1.3000000000000007, 2.3999999999999986
13879, 0.1999999999999993, 0.10000000000000142, 0.7000000000000028, 0.20000000000000284, 0.0, 2.8000000000000007, 4.099999999999998, 0.0, 1.3000000000000007, 2.3999999999999986
13880, 0.10000000000000142, 0.10000000000000142, 0.6000000000000014, 0.20000000000000284, 0.0, 2.8000000000000007, 4.0, 0.0, 1.3000000000000007, 2.3999999999999986
13881, 0.10000000000000142, 0.10000000000000142, 0.6000000000000014, 0.20000000000000284, 0.0, 2.8000000000000007, 4.0, 0.0, 1.3000000000000007, 2.3999999999999986
13882, 0.10000000000000142, 0.0, 0.6000000000000014, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.0, 0.0, 1.3000000000000007, 2.5
13883, 0.10000000000000142, 0.0, 0.6000000000000014, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.0, 0.09999999999999787, 1.3000000000000007, 2.5
13884, 0.10000000000000142, 0.10000000000000142, 0.6000000000000014, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 4.0, 0.09999999999999787, 1.3000000000000007, 2.5
13885, 0.10000000000000142, 0.10000000000000142, 0.7000000000000028, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 3.8999999999999986, 0.09999999999999787, 1.3000000000000007, 2.5
13886, 0.10000000000000142, 0.10000000000000142, 0.5, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 3.8999999999999986, 0.09999999999999787, 1.3000000000000007, 2.5
13887, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.20000000000000284, 0.10000000000000142, 2.8000000000000007, 3.8999999999999986, 0.09999999999999787, 1.3000000000000007, 2.5
13888, 0.1999999999999993, 0.10000000000000142, 0.5, 0.20000000000000284, 0.0, 2.8000000000000007, 3.8000000000000007, 0.09999999999999787, 1.3000000000000007, 2.5
13889, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.20000000000000284, 0.0, 2.8000000000000007, 3.6999999999999993, 0.09999999999999787, 1.3000000000000007, 2.5
13890, 0.1999999999999993, 0.10000000000000142, 0.5, 0.20000000000000284, 0.0, 2.8000000000000007, 3.6999999999999993, 0.09999999999999787, 1.3000000000000007, 2.5
13891, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.20000000000000284, 0.0, 2.8000000000000007, 3.599999999999998, 0.09999999999999787, 1.3000000000000007, 2.5
13892, 0.1999999999999993, 0.10000000000000142, 0.5, 0.20000000000000284, 0.0, 2.8000000000000007, 3.6999999999999993, 0.09999999999999787, 1.3000000000000007, 2.5
13893, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.20000000000000284, 0.0, 2.8000000000000007, 3.599999999999998, 0.09999999999999787, 1.3000000000000007, 2.5
13894, 0.1999999999999993, 0.10000000000000142, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 3.599999999999998, 0.09999999999999787, 1.3000000000000007, 2.5
13895, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 3.5, 0.09999999999999787, 1.3000000000000007, 2.5
13896, 0.1999999999999993, 0.10000000000000142, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 3.3999999999999986, 0.09999999999999787, 1.3000000000000007, 2.5
13897, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 3.3000000000000007, 0.09999999999999787, 1.3000000000000007, 2.5
13898, 0.1999999999999993, 0.0, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 3.3000000000000007, 0.09999999999999787, 1.3000000000000007, 2.5
13899, 0.1999999999999993, 0.0, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 3.1999999999999993, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13900, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 3.1999999999999993, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13901, 0.1999999999999993, 0.10000000000000142, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 3.1999999999999993, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13902, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 3.1999999999999993, 0.09999999999999787, 1.3000000000000007, 2.3999999999999986
13903, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 3.099999999999998, 0.09999999999999787, 1.3000000000000007, 2.5
13904, 0.1999999999999993, 0.10000000000000142, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 3.0, 0.09999999999999787, 1.3999999999999986, 2.5
13905, 0.1999999999999993, 0.10000000000000142, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 3.0, 0.09999999999999787, 1.3999999999999986, 2.5
13906, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 2.8999999999999986, 0.09999999999999787, 1.3999999999999986, 2.5
13907, 0.1999999999999993, 0.10000000000000142, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 2.8000000000000007, 0.09999999999999787, 1.3999999999999986, 2.5
13908, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 2.8000000000000007, 0.09999999999999787, 1.3999999999999986, 2.5
13909, 0.1999999999999993, 0.10000000000000142, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 2.6999999999999993, 0.09999999999999787, 1.3999999999999986, 2.5
13910, 0.1999999999999993, 0.10000000000000142, 0.6000000000000014, 0.3000000000000007, 0.0, 2.700000000000003, 2.599999999999998, 0.1999999999999993, 1.3999999999999986, 2.5
13911, 0.1999999999999993, 0.1999999999999993, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 2.5, 0.1999999999999993, 1.3999999999999986, 2.5
13912, 0.1999999999999993, 0.1999999999999993, 0.5, 0.3000000000000007, 0.0, 2.700000000000003, 2.599999999999998, 0.1999999999999993, 1.3999999999999986, 2.5
13913, 0.1999999999999993, 0.1999999999999993, 0.6000000000000014, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 2.3999999999999986, 0.1999999999999993, 1.3999999999999986, 2.5
13914, 0.1999999999999993, 0.1999999999999993, 0.5, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 2.3999999999999986, 0.3000000000000007, 1.3999999999999986, 2.5
13915, 0.1999999999999993, 0.1999999999999993, 0.5, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 2.3000000000000007, 0.3000000000000007, 1.3999999999999986, 2.5
13916, 0.1999999999999993, 0.1999999999999993, 0.5, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 2.3000000000000007, 0.3000000000000007, 1.3999999999999986, 2.5
13917, 0.1999999999999993, 0.1999999999999993, 0.5, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 2.1999999999999993, 0.3000000000000007, 1.3999999999999986, 2.5
13918, 0.1999999999999993, 0.1999999999999993, 0.5, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 2.1999999999999993, 0.3000000000000007, 1.3000000000000007, 2.5
13919, 0.1999999999999993, 0.1999999999999993, 0.40000000000000213, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 2.1999999999999993, 0.3000000000000007, 1.3999999999999986, 2.5
13920, 0.1999999999999993, 0.1999999999999993, 0.40000000000000213, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 2.099999999999998, 0.3000000000000007, 1.3999999999999986, 2.5
13921, 0.1999999999999993, 0.1999999999999993, 0.40000000000000213, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 2.0, 0.1999999999999993, 1.3999999999999986, 2.5
13922, 0.1999999999999993, 0.1999999999999993, 0.5, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 2.099999999999998, 0.1999999999999993, 1.3999999999999986, 2.5
13923, 0.1999999999999993, 0.1999999999999993, 0.40000000000000213, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 2.0, 0.1999999999999993, 1.3999999999999986, 2.5
13924, 0.1999999999999993, 0.1999999999999993, 0.3000000000000007, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.8999999999999986, 0.1999999999999993, 1.3999999999999986, 2.5
13925, 0.1999999999999993, 0.1999999999999993, 0.40000000000000213, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.8999999999999986, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13926, 0.10000000000000142, 0.1999999999999993, 0.20000000000000284, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.8000000000000007, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13927, 0.10000000000000142, 0.10000000000000142, 0.3000000000000007, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.6999999999999993, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13928, 0.10000000000000142, 0.10000000000000142, 0.3000000000000007, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.6999999999999993, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13929, 0.10000000000000142, 0.10000000000000142, 0.20000000000000284, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.5999999999999979, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13930, 0.10000000000000142, 0.10000000000000142, 0.10000000000000142, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.5999999999999979, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13931, 0.10000000000000142, 0.10000000000000142, 0.10000000000000142, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.5, 0.1999999999999993, 1.5, 2.3999999999999986
13932, 0.10000000000000142, 0.10000000000000142, 0.10000000000000142, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.5, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13933, 0.10000000000000142, 0.10000000000000142, 0.0, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.5, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13934, 0.10000000000000142, 0.10000000000000142, 0.0, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.3999999999999986, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13935, 0.1999999999999993, 0.10000000000000142, 0.0, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.3999999999999986, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13936, 0.1999999999999993, 0.0, -0.09999999999999787, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 1.3999999999999986, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13937, 0.1999999999999993, 0.0, -0.09999999999999787, 0.20000000000000284, 0.0, 2.700000000000003, 1.3000000000000007, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13938, 0.1999999999999993, 0.0, -0.09999999999999787, 0.20000000000000284, 0.0, 2.700000000000003, 1.3000000000000007, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13939, 0.1999999999999993, 0.0, -0.1999999999999993, 0.20000000000000284, 0.0, 2.700000000000003, 1.1999999999999993, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13940, 0.1999999999999993, 0.0, -0.09999999999999787, 0.20000000000000284, 0.0, 2.700000000000003, 1.1999999999999993, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
13941, 0.1999999999999993, 0.0, -0.1999999999999993, 0.20000000000000284, 0.0, 2.700000000000003, 1.1999999999999993, 0.1999999999999993, 1.3000000000000007, 2.3999999999999986
13942, 0.1999999999999993, 0.0, -0.1999999999999993, 0.20000000000000284, 0.0, 2.700000000000003, 1.0999999999999979, 0.1999999999999993, 1.3000000000000007, 2.3999999999999986
13943, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0999999999999979, 0.1999999999999993, 1.3000000000000007, 2.5
13944, 0.1999999999999993, 0.10000000000000142, -0.1999999999999993, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0999999999999979, 0.1999999999999993, 1.3000000000000007, 2.5
13945, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0999999999999979, 0.1999999999999993, 1.3000000000000007, 2.5
13946, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0999999999999979, 0.1999999999999993, 1.3000000000000007, 2.5
13947, 0.1999999999999993, 0.10000000000000142, -0.3999999999999986, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0999999999999979, 0.1999999999999993, 1.3000000000000007, 2.5
13948, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0999999999999979, 0.1999999999999993, 1.3000000000000007, 2.3999999999999986
13949, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0999999999999979, 0.1999999999999993, 1.3000000000000007, 2.3999999999999986
13950, 0.1999999999999993, 0.10000000000000142, -0.3999999999999986, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0999999999999979, 0.1999999999999993, 1.3000000000000007, 2.5
13951, 0.1999999999999993, 0.10000000000000142, -0.3999999999999986, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0, 0.1999999999999993, 1.3000000000000007, 2.5
13952, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0, 0.1999999999999993, 1.3999999999999986, 2.5
13953, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0, 0.1999999999999993, 1.3999999999999986, 2.5
13954, 0.1999999999999993, 0.10000000000000142, -0.3999999999999986, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0, 0.1999999999999993, 1.3999999999999986, 2.5
13955, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0, 0.1999999999999993, 1.3999999999999986, 2.5
13956, 0.1999999999999993, 0.10000000000000142, -0.3999999999999986, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0, 0.1999999999999993, 1.3999999999999986, 2.5
13957, 0.1999999999999993, 0.10000000000000142, -0.1999999999999993, 0.20000000000000284, 0.0, 2.6000000000000014, 1.0, 0.1999999999999993, 1.3999999999999986, 2.5
13958, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, -0.09999999999999787, 2.6000000000000014, 0.8999999999999986, 0.1999999999999993, 1.3999999999999986, 2.5
13959, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, -0.09999999999999787, 2.6000000000000014, 0.8999999999999986, 0.1999999999999993, 1.3000000000000007, 2.5
13960, 0.1999999999999993, 0.10000000000000142, -0.1999999999999993, 0.20000000000000284, -0.09999999999999787, 2.6000000000000014, 0.8999999999999986, 0.1999999999999993, 1.3000000000000007, 2.5
13961, 0.1999999999999993, 0.10000000000000142, -0.29999999999999716, 0.20000000000000284, 0.0, 2.6000000000000014, 0.8999999999999986, 0.1999999999999993, 1.3000000000000007, 2.5
13962, 0.1999999999999993, 0.10000000000000142, -0.09999999999999787, 0.20000000000000284, 0.0, 2.6000000000000014, 0.8999999999999986, 0.1999999999999993, 1.3000000000000007, 2.5
13963, 0.1999999999999993, 0.10000000000000142, -0.09999999999999787, 0.20000000000000284, 0.0, 2.6000000000000014, 0.8999999999999986, 0.1999999999999993, 1.3000000000000007, 2.5
13964, 0.1999999999999993, 0.10000000000000142, -0.1999999999999993, 0.20000000000000284, 0.0, 2.6000000000000014, 0.8999999999999986, 0.1999999999999993, 1.3000000000000007, 2.5
13965, 0.1999999999999993, 0.10000000000000142, -0.09999999999999787, 0.20000000000000284, 0.0, 2.6000000000000014, 0.8999999999999986, 0.1999999999999993, 1.3000000000000007, 2.5
13966, 0.1999999999999993, 0.10000000000000142, -0.09999999999999787, 0.20000000000000284, 0.0, 2.6000000000000014, 0.8000000000000007, 0.1999999999999993, 1.3999999999999986, 2.5
13967, 0.1999999999999993, 0.10000000000000142, -0.09999999999999787, 0.20000000000000284, 0.0, 2.6000000000000014, 0.8000000000000007, 0.1999999999999993, 1.3999999999999986, 2.5
13968, 0.1999999999999993, 0.10000000000000142, 0.10000000000000142, 0.20000000000000284, 0.0, 2.700000000000003, 0.8000000000000007, 0.1999999999999993, 1.3999999999999986, 2.599999999999998
13969, 0.1999999999999993, 0.10000000000000142, 0.0, 0.20000000000000284, 0.0, 2.700000000000003, 0.8000000000000007, 0.1999999999999993, 1.3999999999999986, 2.5
13970, 0.1999999999999993, 0.10000000000000142, 0.0, 0.20000000000000284, 0.0, 2.700000000000003, 0.8000000000000007, 0.1999999999999993, 1.3999999999999986, 2.5
13971, 0.1999999999999993, 0.10000000000000142, 0.10000000000000142, 0.20000000000000284, 0.0, 2.700000000000003, 0.6999999999999993, 0.1999999999999993, 1.3999999999999986, 2.5
13972, 0.1999999999999993, 0.0, 0.10000000000000142, 0.20000000000000284, 0.0, 2.700000000000003, 0.8000000000000007, 0.1999999999999993, 1.3999999999999986, 2.5
13973, 0.1999999999999993, 0.0, 0.10000000000000142, 0.20000000000000284, 0.0, 2.700000000000003, 0.6999999999999993, 0.1999999999999993, 1.3999999999999986, 2.5
13974, 0.1999999999999993, 0.0, 0.10000000000000142, 0.20000000000000284, -0.09999999999999787, 2.700000000000003, 0.6999999999999993, 0.3000000000000007, 1.3999999999999986, 2.5
13975, 0.10000000000000142, 0.0, 0.20000000000000284, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 0.6999999999999993, 0.3000000000000007, 1.3999999999999986, 2.5
13976, 0.1999999999999993, 0.0, 0.20000000000000284, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 0.6999999999999993, 0.3000000000000007, 1.3999999999999986, 2.5
13977, 0.1999999999999993, 0.0, 0.20000000000000284, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 0.5999999999999979, 0.3000000000000007, 1.3999999999999986, 2.3999999999999986
13978, 0.1999999999999993, 0.0, 0.20000000000000284, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 0.5, 0.3000000000000007, 1.3999999999999986, 2.3999999999999986
13979, 0.1999999999999993, 0.0, 0.20000000000000284, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 0.5999999999999979, 0.3000000000000007, 1.3999999999999986, 2.5
13980, 0.1999999999999993, 0.0, 0.20000000000000284, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 0.5, 0.1999999999999993, 1.3999999999999986, 2.5
13981, 0.1999999999999993, 0.0, 0.20000000000000284, 0.3000000000000007, -0.09999999999999787, 2.700000000000003, 0.5, 0.1999999999999993, 1.3999999999999986, 2.3999999999999986
